image_path,image_name,width,height,channels,aspect_ratio,file_size_mb,brightness,contrast,split
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_344.jpg,IDRiD_344,4288,2848,3,1.5056179775280898,0.41616153717041016,66.697716,70.98243,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_345.jpg,IDRiD_345,4288,2848,3,1.5056179775280898,0.4615440368652344,58.330105,57.102142,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_346.jpg,IDRiD_346,4288,2848,3,1.5056179775280898,0.39784908294677734,43.72026,47.99354,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_347.jpg,IDRiD_347,4288,2848,3,1.5056179775280898,0.3950004577636719,60.438267,70.71091,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_348.jpg,IDRiD_348,4288,2848,3,1.5056179775280898,0.3642749786376953,64.81219,76.05717,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_349.jpg,IDRiD_349,4288,2848,3,1.5056179775280898,0.4125499725341797,56.75942,62.696545,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_350.jpg,IDRiD_350,4288,2848,3,1.5056179775280898,0.39282894134521484,51.906303,58.489647,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_351.jpg,IDRiD_351,4288,2848,3,1.5056179775280898,0.3767385482788086,71.55991,70.09146,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_352.jpg,IDRiD_352,4288,2848,3,1.5056179775280898,0.3691558837890625,56.720783,59.66546,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_353.jpg,IDRiD_353,4288,2848,3,1.5056179775280898,0.3973064422607422,61.504383,60.121346,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_354.jpg,IDRiD_354,4288,2848,3,1.5056179775280898,0.38732433319091797,80.33266,82.123726,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_355.jpg,IDRiD_355,4288,2848,3,1.5056179775280898,0.3794136047363281,77.701965,70.03396,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_356.jpg,IDRiD_356,4288,2848,3,1.5056179775280898,0.37335777282714844,60.477905,71.56025,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_357.jpg,IDRiD_357,4288,2848,3,1.5056179775280898,0.3265047073364258,67.775635,81.88321,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_358.jpg,IDRiD_358,4288,2848,3,1.5056179775280898,0.3938150405883789,43.725693,47.012375,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_359.jpg,IDRiD_359,4288,2848,3,1.5056179775280898,0.36072540283203125,72.05075,82.092735,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_360.jpg,IDRiD_360,4288,2848,3,1.5056179775280898,0.38022613525390625,50.19286,53.596455,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_361.jpg,IDRiD_361,4288,2848,3,1.5056179775280898,0.36132335662841797,63.526657,75.483505,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_362.jpg,IDRiD_362,4288,2848,3,1.5056179775280898,0.3815441131591797,73.833824,75.48308,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_363.jpg,IDRiD_363,4288,2848,3,1.5056179775280898,0.25238704681396484,71.33625,85.584045,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_364.jpg,IDRiD_364,4288,2848,3,1.5056179775280898,0.2635984420776367,72.46921,86.25108,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_365.jpg,IDRiD_365,4288,2848,3,1.5056179775280898,0.43285369873046875,62.8004,58.736958,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_366.jpg,IDRiD_366,4288,2848,3,1.5056179775280898,0.26562976837158203,40.41832,54.073383,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_367.jpg,IDRiD_367,4288,2848,3,1.5056179775280898,0.3902149200439453,82.37702,73.5574,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_368.jpg,IDRiD_368,4288,2848,3,1.5056179775280898,0.3944816589355469,90.58542,77.510796,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_369.jpg,IDRiD_369,4288,2848,3,1.5056179775280898,0.3999290466308594,68.962456,69.03448,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_370.jpg,IDRiD_370,4288,2848,3,1.5056179775280898,0.4049949645996094,61.771584,64.585594,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_371.jpg,IDRiD_371,4288,2848,3,1.5056179775280898,0.4058103561401367,68.6279,65.78492,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_372.jpg,IDRiD_372,4288,2848,3,1.5056179775280898,0.3730020523071289,66.022736,61.198208,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_373.jpg,IDRiD_373,4288,2848,3,1.5056179775280898,0.3696622848510742,67.39166,69.12885,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_374.jpg,IDRiD_374,4288,2848,3,1.5056179775280898,0.39026451110839844,47.97967,41.120926,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_375.jpg,IDRiD_375,4288,2848,3,1.5056179775280898,0.37319374084472656,78.76553,82.20439,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_376.jpg,IDRiD_376,4288,2848,3,1.5056179775280898,0.3905935287475586,77.800545,76.50252,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_377.jpg,IDRiD_377,4288,2848,3,1.5056179775280898,0.39824485778808594,61.05184,64.78579,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_378.jpg,IDRiD_378,4288,2848,3,1.5056179775280898,0.37447261810302734,46.123867,55.549313,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_379.jpg,IDRiD_379,4288,2848,3,1.5056179775280898,0.41895008087158203,55.799595,58.06161,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_380.jpg,IDRiD_380,4288,2848,3,1.5056179775280898,0.38323974609375,76.7951,85.11986,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_381.jpg,IDRiD_381,4288,2848,3,1.5056179775280898,0.3948516845703125,72.108696,75.568115,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_382.jpg,IDRiD_382,4288,2848,3,1.5056179775280898,0.39051342010498047,79.86425,75.872536,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_383.jpg,IDRiD_383,4288,2848,3,1.5056179775280898,0.40950679779052734,69.71959,57.78396,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_384.jpg,IDRiD_384,4288,2848,3,1.5056179775280898,0.4189901351928711,51.63401,49.37531,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_385.jpg,IDRiD_385,4288,2848,3,1.5056179775280898,0.36493873596191406,70.05613,78.76793,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_386.jpg,IDRiD_386,4288,2848,3,1.5056179775280898,0.39084339141845703,67.82414,62.23261,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_387.jpg,IDRiD_387,4288,2848,3,1.5056179775280898,0.3899688720703125,57.27221,61.54691,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_388.jpg,IDRiD_388,4288,2848,3,1.5056179775280898,0.38290882110595703,71.397545,63.74581,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_389.jpg,IDRiD_389,4288,2848,3,1.5056179775280898,0.37753772735595703,45.85538,49.388733,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_390.jpg,IDRiD_390,4288,2848,3,1.5056179775280898,0.3769550323486328,46.989265,52.9082,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_391.jpg,IDRiD_391,4288,2848,3,1.5056179775280898,0.3674354553222656,74.90288,70.646324,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_392.jpg,IDRiD_392,4288,2848,3,1.5056179775280898,0.35458946228027344,57.959694,68.56586,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_393.jpg,IDRiD_393,4288,2848,3,1.5056179775280898,0.3793201446533203,69.68828,76.92718,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_394.jpg,IDRiD_394,4288,2848,3,1.5056179775280898,0.39631175994873047,56.039215,64.04534,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_395.jpg,IDRiD_395,4288,2848,3,1.5056179775280898,0.3891010284423828,74.976974,70.833725,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_396.jpg,IDRiD_396,4288,2848,3,1.5056179775280898,0.7711019515991211,64.07725,67.68604,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_397.jpg,IDRiD_397,4288,2848,3,1.5056179775280898,0.3690042495727539,46.493896,49.929424,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_398.jpg,IDRiD_398,4288,2848,3,1.5056179775280898,0.3565216064453125,58.1262,68.161766,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_399.jpg,IDRiD_399,4288,2848,3,1.5056179775280898,0.3937492370605469,73.93234,65.80931,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_400.jpg,IDRiD_400,4288,2848,3,1.5056179775280898,0.4059925079345703,73.12842,66.72576,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_401.jpg,IDRiD_401,4288,2848,3,1.5056179775280898,0.3689136505126953,68.03399,68.47088,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_402.jpg,IDRiD_402,4288,2848,3,1.5056179775280898,0.3935689926147461,72.68449,67.01402,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_403.jpg,IDRiD_403,4288,2848,3,1.5056179775280898,0.39528369903564453,75.41767,70.26069,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_404.jpg,IDRiD_404,4288,2848,3,1.5056179775280898,0.35009002685546875,88.50548,77.82327,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_405.jpg,IDRiD_405,4288,2848,3,1.5056179775280898,0.35968875885009766,74.20807,78.5389,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_406.jpg,IDRiD_406,4288,2848,3,1.5056179775280898,0.39405250549316406,55.7675,57.16044,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_407.jpg,IDRiD_407,4288,2848,3,1.5056179775280898,0.36778736114501953,68.95791,68.47217,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_408.jpg,IDRiD_408,4288,2848,3,1.5056179775280898,0.38535213470458984,66.896706,67.13232,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_409.jpg,IDRiD_409,4288,2848,3,1.5056179775280898,0.35494327545166016,67.02191,70.032364,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_410.jpg,IDRiD_410,4288,2848,3,1.5056179775280898,0.37131690979003906,55.759003,65.50331,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_411.jpg,IDRiD_411,4288,2848,3,1.5056179775280898,0.38658809661865234,59.176826,68.03283,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_412.jpg,IDRiD_412,4288,2848,3,1.5056179775280898,0.3934488296508789,55.80607,62.363712,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_413.jpg,IDRiD_413,4288,2848,3,1.5056179775280898,0.7304792404174805,47.423237,51.723785,train
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_001.jpg,IDRiD_001,4288,2848,3,1.5056179775280898,0.22353172302246094,24.975094,33.174767,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_002.jpg,IDRiD_002,4288,2848,3,1.5056179775280898,0.2932243347167969,37.694702,49.336575,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_003.jpg,IDRiD_003,4288,2848,3,1.5056179775280898,0.3295764923095703,47.143295,59.0425,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_004.jpg,IDRiD_004,4288,2848,3,1.5056179775280898,0.4302663803100586,61.20141,55.278206,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_005.jpg,IDRiD_005,4288,2848,3,1.5056179775280898,0.3570566177368164,40.358852,41.255817,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_006.jpg,IDRiD_006,4288,2848,3,1.5056179775280898,0.40103816986083984,56.95196,55.91447,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_007.jpg,IDRiD_007,4288,2848,3,1.5056179775280898,0.36568164825439453,57.232067,68.7248,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_008.jpg,IDRiD_008,4288,2848,3,1.5056179775280898,0.37639808654785156,67.06549,65.99175,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_009.jpg,IDRiD_009,4288,2848,3,1.5056179775280898,0.27089786529541016,47.49955,61.86487,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_010.jpg,IDRiD_010,4288,2848,3,1.5056179775280898,0.39969825744628906,66.70096,58.207355,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_011.jpg,IDRiD_011,4288,2848,3,1.5056179775280898,0.4014921188354492,55.8749,49.29042,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_012.jpg,IDRiD_012,4288,2848,3,1.5056179775280898,0.41672325134277344,61.863506,67.22815,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_013.jpg,IDRiD_013,4288,2848,3,1.5056179775280898,0.3615407943725586,71.49768,79.090126,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_014.jpg,IDRiD_014,4288,2848,3,1.5056179775280898,0.3468284606933594,72.99423,86.072296,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_015.jpg,IDRiD_015,4288,2848,3,1.5056179775280898,0.36310386657714844,55.500477,62.472755,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_016.jpg,IDRiD_016,4288,2848,3,1.5056179775280898,0.33459949493408203,54.73596,67.380585,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_017.jpg,IDRiD_017,4288,2848,3,1.5056179775280898,0.4016380310058594,50.904545,42.386047,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_018.jpg,IDRiD_018,4288,2848,3,1.5056179775280898,0.4300098419189453,71.25444,64.39861,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_019.jpg,IDRiD_019,4288,2848,3,1.5056179775280898,0.3876047134399414,71.48714,69.38512,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_020.jpg,IDRiD_020,4288,2848,3,1.5056179775280898,0.3983192443847656,68.578445,68.999084,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_021.jpg,IDRiD_021,4288,2848,3,1.5056179775280898,0.36916255950927734,69.5553,79.70423,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_022.jpg,IDRiD_022,4288,2848,3,1.5056179775280898,0.3581809997558594,69.65603,79.38478,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_023.jpg,IDRiD_023,4288,2848,3,1.5056179775280898,0.39238452911376953,72.87032,56.47537,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_024.jpg,IDRiD_024,4288,2848,3,1.5056179775280898,0.22964763641357422,47.554173,62.234894,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_025.jpg,IDRiD_025,4288,2848,3,1.5056179775280898,0.3688316345214844,69.19491,72.347916,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_026.jpg,IDRiD_026,4288,2848,3,1.5056179775280898,0.38353443145751953,69.30843,72.78099,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_027.jpg,IDRiD_027,4288,2848,3,1.5056179775280898,0.3611154556274414,73.53732,78.027275,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_028.jpg,IDRiD_028,4288,2848,3,1.5056179775280898,0.3699350357055664,67.73166,68.20213,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_029.jpg,IDRiD_029,4288,2848,3,1.5056179775280898,0.3878612518310547,81.600174,68.32436,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_030.jpg,IDRiD_030,4288,2848,3,1.5056179775280898,0.41020679473876953,67.249405,62.49436,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_031.jpg,IDRiD_031,4288,2848,3,1.5056179775280898,0.3882789611816406,55.846695,61.521458,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_032.jpg,IDRiD_032,4288,2848,3,1.5056179775280898,0.3804512023925781,57.59593,62.521763,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_033.jpg,IDRiD_033,4288,2848,3,1.5056179775280898,0.37182044982910156,72.76838,66.55065,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_034.jpg,IDRiD_034,4288,2848,3,1.5056179775280898,0.4036083221435547,57.75893,62.955177,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_035.jpg,IDRiD_035,4288,2848,3,1.5056179775280898,0.41680908203125,60.02521,64.85977,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_036.jpg,IDRiD_036,4288,2848,3,1.5056179775280898,0.36974239349365234,72.572556,71.47306,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_037.jpg,IDRiD_037,4288,2848,3,1.5056179775280898,0.3990907669067383,68.64761,67.680336,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_038.jpg,IDRiD_038,4288,2848,3,1.5056179775280898,0.38164520263671875,52.709972,61.893864,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_039.jpg,IDRiD_039,4288,2848,3,1.5056179775280898,0.3602933883666992,52.27506,63.14888,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_040.jpg,IDRiD_040,4288,2848,3,1.5056179775280898,0.36553287506103516,63.058876,71.7573,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_041.jpg,IDRiD_041,4288,2848,3,1.5056179775280898,0.3933868408203125,78.85648,70.15235,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_042.jpg,IDRiD_042,4288,2848,3,1.5056179775280898,0.34557628631591797,63.637535,73.291855,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_043.jpg,IDRiD_043,4288,2848,3,1.5056179775280898,0.3924427032470703,67.73968,67.59655,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_044.jpg,IDRiD_044,4288,2848,3,1.5056179775280898,0.40262794494628906,64.94924,61.210155,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_045.jpg,IDRiD_045,4288,2848,3,1.5056179775280898,0.37586498260498047,66.65303,65.207985,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_046.jpg,IDRiD_046,4288,2848,3,1.5056179775280898,0.37891674041748047,74.51351,75.30539,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_047.jpg,IDRiD_047,4288,2848,3,1.5056179775280898,0.4052877426147461,62.982746,61.237225,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_048.jpg,IDRiD_048,4288,2848,3,1.5056179775280898,0.37770748138427734,79.48398,67.916626,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_049.jpg,IDRiD_049,4288,2848,3,1.5056179775280898,0.3851795196533203,49.645866,48.309776,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_050.jpg,IDRiD_050,4288,2848,3,1.5056179775280898,0.37055492401123047,69.55836,67.28317,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_051.jpg,IDRiD_051,4288,2848,3,1.5056179775280898,0.35854434967041016,42.198177,44.913406,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_052.jpg,IDRiD_052,4288,2848,3,1.5056179775280898,0.37370872497558594,66.85539,71.25068,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_053.jpg,IDRiD_053,4288,2848,3,1.5056179775280898,0.37728309631347656,56.251045,65.17144,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_054.jpg,IDRiD_054,4288,2848,3,1.5056179775280898,0.3873891830444336,73.56662,75.81806,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_055.jpg,IDRiD_055,4288,2848,3,1.5056179775280898,0.4018573760986328,57.10864,65.370804,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_056.jpg,IDRiD_056,4288,2848,3,1.5056179775280898,0.3886375427246094,62.98251,62.9766,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_057.jpg,IDRiD_057,4288,2848,3,1.5056179775280898,0.39247894287109375,53.922485,59.293976,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_058.jpg,IDRiD_058,4288,2848,3,1.5056179775280898,0.3751392364501953,55.232132,60.53765,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_059.jpg,IDRiD_059,4288,2848,3,1.5056179775280898,0.3823699951171875,56.105427,65.636475,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_060.jpg,IDRiD_060,4288,2848,3,1.5056179775280898,0.42038440704345703,66.78258,61.95487,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_061.jpg,IDRiD_061,4288,2848,3,1.5056179775280898,0.35898399353027344,61.068375,68.42849,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_062.jpg,IDRiD_062,4288,2848,3,1.5056179775280898,0.3791933059692383,66.13943,71.38312,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_063.jpg,IDRiD_063,4288,2848,3,1.5056179775280898,0.42252063751220703,72.161,63.281006,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_064.jpg,IDRiD_064,4288,2848,3,1.5056179775280898,0.38795948028564453,57.85053,65.81975,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_065.jpg,IDRiD_065,4288,2848,3,1.5056179775280898,0.37471485137939453,61.474434,70.66955,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_066.jpg,IDRiD_066,4288,2848,3,1.5056179775280898,0.3861885070800781,46.360886,51.08536,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_067.jpg,IDRiD_067,4288,2848,3,1.5056179775280898,0.35492610931396484,59.75209,69.88091,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_068.jpg,IDRiD_068,4288,2848,3,1.5056179775280898,0.3802938461303711,67.42546,70.76138,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_069.jpg,IDRiD_069,4288,2848,3,1.5056179775280898,0.3596057891845703,47.598713,58.984337,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_070.jpg,IDRiD_070,4288,2848,3,1.5056179775280898,0.36551952362060547,75.05635,64.631645,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_071.jpg,IDRiD_071,4288,2848,3,1.5056179775280898,0.34686851501464844,36.955788,43.901947,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_072.jpg,IDRiD_072,4288,2848,3,1.5056179775280898,0.23423480987548828,56.701878,71.153755,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_073.jpg,IDRiD_073,4288,2848,3,1.5056179775280898,0.28234195709228516,46.262,58.485294,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_074.jpg,IDRiD_074,4288,2848,3,1.5056179775280898,0.41040611267089844,52.11566,57.956646,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_075.jpg,IDRiD_075,4288,2848,3,1.5056179775280898,0.3893566131591797,60.231133,72.54011,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_076.jpg,IDRiD_076,4288,2848,3,1.5056179775280898,0.39626312255859375,48.31513,49.31892,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_077.jpg,IDRiD_077,4288,2848,3,1.5056179775280898,0.37605762481689453,57.068745,57.84293,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_078.jpg,IDRiD_078,4288,2848,3,1.5056179775280898,0.40097904205322266,56.448254,64.911354,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_079.jpg,IDRiD_079,4288,2848,3,1.5056179775280898,0.402008056640625,57.080067,62.112175,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_080.jpg,IDRiD_080,4288,2848,3,1.5056179775280898,0.44188594818115234,67.24606,61.89466,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_081.jpg,IDRiD_081,4288,2848,3,1.5056179775280898,0.30965518951416016,62.336567,77.7786,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_082.jpg,IDRiD_082,4288,2848,3,1.5056179775280898,0.3284158706665039,48.52988,59.30512,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_083.jpg,IDRiD_083,4288,2848,3,1.5056179775280898,0.2787618637084961,66.0251,82.7949,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_084.jpg,IDRiD_084,4288,2848,3,1.5056179775280898,0.41947364807128906,56.61059,53.273403,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_085.jpg,IDRiD_085,4288,2848,3,1.5056179775280898,0.3725767135620117,65.74587,69.99509,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_086.jpg,IDRiD_086,4288,2848,3,1.5056179775280898,0.4124422073364258,57.661526,63.099354,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_087.jpg,IDRiD_087,4288,2848,3,1.5056179775280898,0.7130661010742188,55.85603,68.35722,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_088.jpg,IDRiD_088,4288,2848,3,1.5056179775280898,0.7989139556884766,63.55071,65.66515,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_089.jpg,IDRiD_089,4288,2848,3,1.5056179775280898,0.8067398071289062,59.449997,61.388012,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_090.jpg,IDRiD_090,4288,2848,3,1.5056179775280898,0.7581567764282227,72.021614,62.78948,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_091.jpg,IDRiD_091,4288,2848,3,1.5056179775280898,0.7104520797729492,50.84585,62.497208,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_092.jpg,IDRiD_092,4288,2848,3,1.5056179775280898,0.6636247634887695,34.243458,35.834385,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_093.jpg,IDRiD_093,4288,2848,3,1.5056179775280898,0.721074104309082,50.202854,56.66328,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_094.jpg,IDRiD_094,4288,2848,3,1.5056179775280898,0.7252492904663086,65.25525,64.04353,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_095.jpg,IDRiD_095,4288,2848,3,1.5056179775280898,0.7263021469116211,60.878227,58.905224,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_096.jpg,IDRiD_096,4288,2848,3,1.5056179775280898,0.7717294692993164,59.727802,62.93775,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_097.jpg,IDRiD_097,4288,2848,3,1.5056179775280898,0.7538595199584961,60.826973,55.90244,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_098.jpg,IDRiD_098,4288,2848,3,1.5056179775280898,0.6197414398193359,30.248257,32.929962,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_099.jpg,IDRiD_099,4288,2848,3,1.5056179775280898,0.39815711975097656,67.548706,64.94156,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_100.jpg,IDRiD_100,4288,2848,3,1.5056179775280898,0.7182846069335938,50.915775,61.344402,test
B. Disease Grading\1. Original Images\b. Testing Set\IDRiD_101.jpg,IDRiD_101,4288,2848,3,1.5056179775280898,0.7121095657348633,52.139862,62.562126,test
